record_id,source_id,source_title,record_name,normalized_name,text_exists,text_characters,image_count,dimension_signature,entity_attribute_count,asset_status,text_path,image_directory
Yjzq00078,Yjzq,一见钟琴,无名琴 · Yjzq00078,无名琴,True,421,7,L=123.4cm; W=20.2cm; T=5.2cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00078.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00078
Yjzq00079,Yjzq,一见钟琴,无射,无射,True,418,5,L=102.3cm; W=17cm; T=1.7cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00079.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00079
Yjzq00081,Yjzq,一见钟琴,无名琴 · Yjzq00081,无名琴,True,137,8,L=95.5cm; W=16.2cm; T=1.7cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00081.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00081
Yjzq00082,Yjzq,一见钟琴,无名琴 · Yjzq00082,无名琴,True,111,6,L=119.4cm; W=20.4cm; T=5cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00082.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00082
Yjzq00083,Yjzq,一见钟琴,响鸣,响鸣,True,266,10,L=1228cm; W=18.5cm; T=5.7cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00083.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00083
Yjzq00085,Yjzq,一见钟琴,无名琴 · Yjzq00085,无名琴,True,119,5,L=119.5cm; W=15.4cm; T=5.5cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00085.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00085
Yjzq00086,Yjzq,一见钟琴,写韵,写韵,True,478,8,L=119.7cm; W=19.1cm; T=5.2cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00086.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00086
Yjzq00087,Yjzq,一见钟琴,无名琴 · Yjzq00087,无名琴,True,84,5,L=119cm; W=18.5cm; T=6cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00087.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00087
Yjzq00088,Yjzq,一见钟琴,无名琴 · Yjzq00088,无名琴,True,115,5,L=119cm; W=17.7cm; T=5cm,3,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00088.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00088
Yjzq00089,Yjzq,一见钟琴,无名琴 · Yjzq00089,无名琴,True,109,5,L=123.8cm; W=18.2cm; T=4.5cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00089.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00089
Yjzq00090,Yjzq,一见钟琴,无名琴 · Yjzq00090,无名琴,True,123,6,L=123.1cm; W=17.7cm; T=4.6cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00090.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00090
Yjzq00091,Yjzq,一见钟琴,无名琴 · Yjzq00091,无名琴,True,110,8,L=122.2cm; W=19.5cm; T=4.4cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00091.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00091
Yjzq00092,Yjzq,一见钟琴,无名琴 · Yjzq00092,无名琴,True,208,5,L=121.2cm; W=19.1cm; T=4.2cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00092.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00092
Yjzq00093,Yjzq,一见钟琴,无名琴 · Yjzq00093,无名琴,True,112,5,L=123.5cm; W=19.7cm; T=4.8cm,3,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00093.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00093
Yjzq00095,Yjzq,一见钟琴,三峡流泉,三峡流泉,True,296,5,L=122cm; W=20.4cm; T=5.9cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00095.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00095
Yjzq00097,Yjzq,一见钟琴,和中宝鼎,和中宝鼎,True,237,5,L=125cm; W=23cm; T=13cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00097.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00097
Yjzq00099,Yjzq,一见钟琴,入室松风,入室松风,True,482,3,L=122cm; W=20.4cm; T=5.9cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00099.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00099
QNQY017,QNQY,千年清音,九霄环佩,九霄环佩,True,631,4,L=124cm; W=21.2cm; TW=15.4cm; T=5.8cm,13,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY017.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY017
QNQY019,QNQY,千年清音,九霄环佩,九霄环佩,True,399,3,L=122.7cm; W=21.1cm; T=4.4cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY019.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY019
QNQY020,QNQY,千年清音,九霄环佩,九霄环佩,True,398,2,L=122.7cm; W=21.1cm; T=4.4cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY020.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY020
QNQY021,QNQY,千年清音,春雷,春雷,True,323,6,L=123.2cm; W=20.3cm; T=1.1cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY021.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY021
QNQY022,QNQY,千年清音,大圣遗音,大圣遗音,True,375,3,L=120.3cm; W=20.2cm; T=5.2cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY022.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY022
QNQY023,QNQY,千年清音,飞泉,飞泉,True,501,2,L=121.6cm; W=20.1cm; T=5.5cm; HW=18.5cm; TW=14.4cm; E=111.8cm,13,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY023.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY023
QNQY024,QNQY,千年清音,枯木龙吟,枯木龙吟,True,298,4,L=121.6cm; W=19cm; T=5.9cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY024.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY024
QNQY025,QNQY,千年清音,宝袭,宝袭,True,258,5,L=124.2cm; W=22cm; TW=14.5cm; TT=5cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY025.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY025
QNQY026,QNQY,千年清音,玉玲珑,玉玲珑,True,280,4,L=122cm; W=19.6cm; T=4.8cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY026.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY026
QNQY027,QNQY,千年清音,飞泉,飞泉,True,319,8,L=119cm; W=20cm; TW=14cm; HW=17cm; E=110.5cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY027.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY027
QNQY029,QNQY,千年清音,彩凤鸣岐,彩凤鸣岐,True,809,8,L=124.8cm; W=18.8cm; T=5.4cm; E=116.3cm; HW=16.3cm; TW=12.5cm,10,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029
QNQY033,QNQY,千年清音,谷应,谷应,True,625,5,L=124.5cm; W=19.4cm; T=5.6cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY033.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY033
QNQY035,QNQY,千年清音,独幽,独幽,True,462,4,L=120.4cm; W=21cm; HW=20cm; TW=15cm; E=117.5cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY035.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY035
QNQY036,QNQY,千年清音,石涧敲冰,石涧敲冰,True,234,4,L=122.9cm; W=19.5cm; T=14.9cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY036.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY036
QNQY037,QNQY,千年清音,春雷秋籁,春雷秋籁,True,529,6,L=117.1cm; W=17.4cm; T=5.2cm,12,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY037.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY037
QNQY039,QNQY,千年清音,秋鸿,秋鸿,True,596,4,L=109.3cm; W=17cm; T=5.3cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY039.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY039
QNQY041,QNQY,千年清音,来凰,来凰,True,648,7,L=120.4cm; E=110.7cm; HW=5.8cm; W=20.7cm; TW=13.5cm; T=5.6cm,11,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY041.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY041
QNQY043,QNQY,千年清音,石上枯,石上枯,True,259,7,L=123.6cm; W=20cm; HW=19.6cm; TW=14cm; 高=10.5cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY043.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY043
QNQY045,QNQY,千年清音,疏影,疏影,True,531,4,L=124.7cm; W=18.9cm; T=5.2cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY045.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY045
QNQY047,QNQY,千年清音,春雷,春雷,True,454,5,L=121.3cm; W=21.8cm; T=5.5cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY047.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY047
QNQY048,QNQY,千年清音,寒香,寒香,True,150,13,L=122cm; W=19.3cm; T=5.3cm,3,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY048.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY048
QNQY051,QNQY,千年清音,轻雷,轻雷,True,354,2,L=118.6cm; W=19.6cm; T=5.8cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY051.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY051
QNQY052,QNQY,千年清音,金钟,金钟,True,394,3,L=115.7cm; W=19.6cm; T=4.8cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY052.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY052
QNQY053,QNQY,千年清音,松石间意,松石间意,True,429,5,L=122.5cm; W=19.2cm; T=5.3cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY053.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY053
QNQY054,QNQY,千年清音,卫中正制,卫中正制,True,405,6,L=117.4cm; W=18.5cm; T=5.4cm,13,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY054.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY054
QNQY056,QNQY,千年清音,诵余,诵余,True,189,4,L=122.9cm; W=19.1cm; T=5.2cm; E=114cm; TW=13.9cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY056.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY056
QNQY059,QNQY,千年清音,凤鸣,凤鸣,True,316,8,L=127.7cm; W=22.3cm; TW=15.4cm; TT=4.3cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059
QNQY061,QNQY,千年清音,万壑松,万壑松,True,428,2,L=128.6cm; W=20.4cm; T=5.9cm,11,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY061.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY061
QNQY062,QNQY,千年清音,玉壶冰,玉壶冰,True,288,12,L=119.1cm; W=19.3cm; T=4.8cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY062.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY062
QNQY065,QNQY,千年清音,海月清辉,海月清辉,True,701,10,L=117.2cm; W=18cm; T=5cm,11,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY065.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY065
QNQY069,QNQY,千年清音,玲珑玉,玲珑玉,True,477,9,L=118.4cm; W=19cm; T=5.7cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY069.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY069
QNQY071,QNQY,千年清音,玉壶冰,玉壶冰,True,218,6,L=123.9cm; W=22cm; TW=15.1cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY071.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY071
QNQY072,QNQY,千年清音,鸣凤,鸣凤,True,344,3,L=126.5cm; W=23cm; T=6.5cm; E=115cm; TW=17cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY072.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY072
QNQY073,QNQY,千年清音,南风,南风,True,318,6,L=126.4cm; W=21.5cm; TW=16.6cm; TT=5.1cm,15,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY073.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY073
QNQY074,QNQY,千年清音,飞龙,飞龙,True,441,3,L=122cm; W=23cm; T=4.5cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY074.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY074
QNQY076,QNQY,千年清音,韵雪,韵雪,True,625,5,L=123.8cm; W=19.8cm; T=5.7cm,6,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY076.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY076
QNQY080,QNQY,千年清音,醉玉,醉玉,True,227,3,L=119.4cm; W=20.1cm; TW=13.4cm,7,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY080.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY080
QNQY081,QNQY,千年清音,竹寒沙碧,竹寒沙碧,True,253,3,L=120.5cm; W=19.4cm; TW=14cm,5,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY081.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY081
QNQY082,QNQY,千年清音,万壑松风,万壑松风,True,664,3,L=116.7cm; W=19.4cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY082.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY082
QNQY084,QNQY,千年清音,号钟,号钟,True,468,3,L=119cm; E=100.3cm; HW=17.7cm; W=18.8cm; TW=13.3cm; T=4.2cm,11,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY084.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY084
CQL009,CQL,藏琴录,彩凤鸣岐,彩凤鸣岐,True,886,14,L=124.8cm; W=18.8cm; T=5.4cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009
CQL016,CQL,藏琴录,来凰,来凰,True,527,11,L=120.4cm; W=20.7cm; T=5.6cm; E=110.7cm; HW=15.8cm; TW=13.5cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL016.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL016
CQL021,CQL,藏琴录,谷应,谷应,True,721,14,L=124.5cm; E=114.2cm; HW=19.3cm; W=19.4cm; TW=13.7cm; T=5.6cm,17,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL021.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL021
CQL026,CQL,藏琴录,春雷秋籁,春雷秋籁,True,680,11,L=117.1cm; W=17.4cm; T=5.2cm; E=107.3cm; HW=16.8cm; TW=12cm,17,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL026.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL026
CQL030,CQL,藏琴录,疏影,疏影,True,543,8,L=124.7cm; W=18.9cm; T=5.2cm; E=115.1cm; HW=17.8cm; TW=13.3cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL030.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL030
CQL034,CQL,藏琴录,秋鸿,秋鸿,True,603,9,,2,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL034.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL034
CQL040,CQL,藏琴录,无名琴 · CQL040,无名琴,True,428,7,L=121.6cm; W=18.6cm; T=4.8cm; E=112.5cm; HW=16.5cm; TW=13.5cm,10,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL040.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL040
CQL042,CQL,藏琴录,号钟,号钟,True,510,5,L=119cm; W=18.8cm; T=4.2cm; E=100.3cm; HW=17.7cm; TW=13.3cm,12,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL042.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL042
CQL044,CQL,藏琴录,韵雪,韵雪,True,779,15,L=123.8cm; W=19.8cm; T=5.7cm; HW=17.5cm; TW=13.3cm; E=113.3cm,13,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL044.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL044
CQL051,CQL,藏琴录,风鹤,风鹤,True,388,6,L=124cm; W=21.5cm; T=5.3cm; E=113.3cm; HW=19.4cm; TW=14.5cm,10,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL051.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL051
CQL054,CQL,藏琴录,大成,大成,True,533,9,L=121.5cm; W=18.5cm; T=5.5cm; E=110.6cm; HW=16.2cm; TW=11.5cm,12,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL054.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL054
CQL057,CQL,藏琴录,玉壶,玉壶,True,407,9,L=119cm; W=19.4cm; T=5.7cm,15,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL057.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL057
CQL060,CQL,藏琴录,飞龙,飞龙,True,432,8,L=111.7cm; W=17.5cm; T=5.2cm; E=101.8cm; HW=17.3cm; TW=12cm,14,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL060.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL060
CQL063,CQL,藏琴录,无名琴 · CQL063,无名琴,True,149,14,L=120cm; W=20cm; T=8cm; E=112cm; HW=18cm; TW=13cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL063.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL063
CQL067,CQL,藏琴录,滟滪仙舟,滟滪仙舟,True,266,4,L=123.2cm; W=18.5cm; T=4.9cm; E=112.7cm; HW=16.6cm; TW=12cm,12,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL067.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL067
CQL070,CQL,藏琴录,巴峡虹桥,巴峡虹桥,True,151,4,L=120cm; W=18.4cm; T=5.5cm; E=111.5cm; HW=16cm; TW=11.6cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL070.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL070
CQL072,CQL,藏琴录,无名琴 · CQL072,无名琴,True,358,4,L=100cm; W=16.5cm; TW=14.4cm; T=4.2cm; E=93.5cm; HW=16.5cm,8,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL072.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL072
CQL078,CQL,藏琴录,百年,百年,True,692,2,L=123cm; W=20.5cm; T=7.4cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL078.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL078
CQL081,CQL,藏琴录,登涉良俦,登涉良俦,True,291,7,L=123cm; W=19cm; T=5.7cm; E=112.7cm; HW=18.3cm; TW=13.4cm,14,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL081.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL081
CQL083,CQL,藏琴录,龙吟,龙吟,True,200,7,L=115cm; W=15.7cm; T=3cm; 隐间残长=106.5cm; HW=14cm; TW=9.8cm,9,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL083.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL083
CQL085,CQL,藏琴录,雅乐之琴,雅乐之琴,True,539,10,L=122cm,4,complete,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL085.txt,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL085
