conflict_id,artifact_id,artifact_name,slot,slot_label,source_id,source_title,record_id,record_name,raw_values,normalized_values,subject_parts,text_support,value_support_detail,text_snippet,text_path,image_support,preferred_image,image_count,image_directory,audit_flags
conflict:gq-object-5c621975c4:material,gq-object-5c621975c4,凤鸣,material,材质,Yjzq,一见钟琴,Yjzq00013,凤鸣,桐木 | 檀木 | 薄鹿角灰胎 | 蚌徽 | 黑漆,桐木 | 檀木 | 薄鹿角灰胎 | 蚌徽 | 黑漆,13_凤鸣 | 13_岳 | 13_琴尾 | 13_琴底 | 13_琴面,partial,桐木 [not_found:0.2] | 檀木 [supported_exact:1] | 薄鹿角灰胎 [supported_exact:1] | 蚌徽 [supported_exact:1] | 黑漆 [supported_exact:1],"7.7厘米、肩宽22.3厘米、肩厚5.3厘米。 面底皆桐,通体黑漆,牛毛断加流水断,薄鹿角灰胎;蚌徽,檀木岳、尾,冠角为后配,足池正当九徽处;池沼皆长圆形。 琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,mixed_subject_scope | value_not_found_in_text
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,Gq,古琴,Gq00017,凤鸣,未提及 | 袁钧,未提及 | 袁钧,17_凤鸣,structural_problem,未提及 [placeholder:0] | 袁钧 [supported_exact:1],落款为：“景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印”。 此琴曾经《今虞琴刊·古琴征访录》记载，时为袁钧所藏；《中国古琴珍萃》第一〇〇号亦为此琴。藏家袁钧字朗如，号十三琴斋主，四川仁寿人，民国《绵阳县志》有传。此琴音质极佳，有琴家称可位列现存古琴之顶级品中。,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,placeholder_as_value
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,QNQY,千年清音,QNQY059,凤鸣,袁钧 | 西南文化处,袁钧 | 西南文化处,59_凤鸣,supported,袁钧 [supported_exact:1] | 西南文化处 [supported_exact:1],高岗。文章瑞世，其道大光。景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印”。 此琴曾载于《今虞琴刊·古琴征访录》，时为袁钧所藏。袁钧字朗如，号十三琴斋主，四川仁寿人。此琴音质极佳。 （撰文、摄影：重庆中国三峡博物馆提供）,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,
conflict:gq-object-5c621975c4:provenance,gq-object-5c621975c4,凤鸣,provenance,递藏与来源,Yjzq,一见钟琴,Yjzq00013,凤鸣,袁钧,袁钧,13_凤鸣,supported,袁钧 [supported_exact:1],"光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,篆文为""王元颖印""。 《今虞琴刊》曾载此琴,时为袁钧所藏。袁钧字朗如,四川仁寿人,号十三琴斋主。 琴名""凤鸣"",《诗经·卷阿》""凤凰鸣矣,于彼高岗。梧桐生矣,于彼朝阳""。 ""文章瑞世""云云,为宋人常用之语。景祐为北宋仁宗赵祯年号,其元年为1034",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,record_images_non_diagnostic,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,
conflict:gq-object-5c621975c4:component_material,gq-object-5c621975c4,凤鸣,component_material,配件材质,Gq,古琴,Gq00017,凤鸣,冠角为后配 | 檀木岳山及琴尾附件,冠角为后配 | 檀木岳山及琴尾附件,17_凤鸣,supported,冠角为后配 [supported_exact:1] | 檀木岳山及琴尾附件 [supported_exact:1],皆为长圆形，有竹贴格，龙池23.4×2.8、凤沼11.3×2.8厘米。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。 琴底项部题篆书琴名“凤鸣”二字，其下阴刻行草四言诗两行：“凤皇来仪，鸣于高岗。文章瑞世，其道大光。”落款为：“景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖印,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
conflict:gq-object-5c621975c4:component_material,gq-object-5c621975c4,凤鸣,component_material,配件材质,QNQY,千年清音,QNQY059,凤鸣,冠角 | 檀木 | 竹 | 蚌,冠角 | 檀木 | 竹 | 蚌,59_凤鸣 | 59_琴尾,supported,冠角 [supported_exact:1] | 檀木 [supported_exact:1] | 竹 [supported_exact:1] | 蚌 [supported_exact:1],物馆藏 琴面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。琴底项部题篆书琴名“凤鸣”二字，其下阴刻行草五行：“凤皇来仪，鸣于高岗。文章瑞世，其道大光。景祐元年春日，清画堂主人题。”款下一方章，篆文为“王元颖,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,mixed_subject_scope
conflict:gq-object-5c621975c4:component_material,gq-object-5c621975c4,凤鸣,component_material,配件材质,Yjzq,一见钟琴,Yjzq00013,凤鸣,冠角 | 檀木 | 足池,冠角 | 檀木 | 足池,13_凤鸣,supported,冠角 [supported_exact:1] | 檀木 [supported_exact:1] | 足池 [supported_exact:1],"肩宽22.3厘米、肩厚5.3厘米。 面底皆桐,通体黑漆,牛毛断加流水断,薄鹿角灰胎;蚌徽,檀木岳、尾,冠角为后配,足池正当九徽处;池沼皆长圆形。 琴底项部纂书琴名""凤鸣"",其下阴刻行草四言诗两行:""凤皇来仪,鸣于高岗。文章瑞世,其道大光。""落款为:""景祐元年春日,清画堂主人题。""款下一方章,篆文为""王元",/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Yjzq-txt-id/Yjzq00013.txt,attribute_linked,qimian.jpg,5,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Yjzq00013,
conflict:gq-object-5c621975c4:inscription,gq-object-5c621975c4,凤鸣,inscription,铭文,Gq,古琴,Gq00017,凤鸣,凤鸣,凤鸣,17_铭文,supported,凤鸣 [supported_exact:1],3. “凤鸣”琴 北宋（960～1127年） 伶官式 通长127.7、隐间117.7、肩宽22.3、肩厚5.3、尾宽15.4、尾厚4.3厘米 1951年西南文化处移交 此琴木质面底皆桐。薄鹿角霜灰，通体髹黑漆，,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00017.txt,attribute_linked,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00017,
conflict:gq-object-5c621975c4:inscription,gq-object-5c621975c4,凤鸣,inscription,铭文,QNQY,千年清音,QNQY059,凤鸣,59_铭文,59_铭文,59_琴底,structural_problem,59_铭文 [entity_reference:0],北宋伶官式“凤鸣”琴 琴长 127.7 厘米，隐间 117.7 厘米，肩宽 22.3 厘米，尾宽 15.4 厘米，尾厚 4.3 厘米。 1951 年西南文化处移交，重庆中国三峡博物馆藏 琴面底皆桐。薄鹿角霜灰，通体髹黑漆，牛毛断加流水断。池沼皆为长圆形，有竹贴格。纳音微拱，顶平。蚌徽，檀木岳山及琴尾附件，冠角为后配；足池正当九徽处。琴底项部题篆书琴名“凤鸣”,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY059.txt,attribute_linked,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY059,internal_entity_reference
conflict:gq-object-ac90f78803:dating_assessment,gq-object-ac90f78803,彩凤鸣岐,dating_assessment,断代判断,CQL,藏琴录,CQL009,彩凤鸣岐,唐代 | 大唐开元二年(714年),唐代 | 大唐开元二年,9_彩凤鸣岐 | 9_雷威,partial,唐代 [supported_exact:1] | 大唐开元二年(714年) [partial:0.6],禅寮花落画愔愔，猿啸龙吟万籁沈，定府旧藏真第一，曲终人远晚烟青。”落款：“辛酉（1921）上巳为时伯先生题，杨懿年时同居法源寺。” 雷威，唐代四川斫琴名家雷氏中最负盛名的斫琴师。后人赞其“选材良，用意深。五百年，有正音”。 此琴原为清末定慎郡王溥煦（1828—1907）的收藏。1900年，八国联军侵华战,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,record_images_non_diagnostic,mingwen.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,mixed_subject_scope
conflict:gq-object-ac90f78803:dating_assessment,gq-object-ac90f78803,彩凤鸣岐,dating_assessment,断代判断,QNQY,千年清音,QNQY029,彩凤鸣岐,大唐开元二年(714年),大唐开元二年,29_彩凤鸣岐,not_found,大唐开元二年(714年) [partial:0.6],唐落霞式“彩凤鸣岐”七弦琴 琴长 124.8 厘米，隐间 116.3 厘米，额宽 16.3 厘米，肩宽 18.8 厘米，尾宽 12.5 厘米，厚 5.4 厘米 1953 年徐圣禅后人捐赠，浙江省博物馆藏 琴体浑厚，背面微凸，鹿角灰胎，从琴面漆灰剥落处看，漆灰较厚。琴背以栗壳色原漆为主，间朱漆，琴面与侧墙后加朱漆。琴背冰裂纹断兼小流水断，琴面断纹隐约可见，在三,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,
conflict:gq-object-ac90f78803:duanwen,gq-object-ac90f78803,彩凤鸣岐,duanwen,断纹,CQL,藏琴录,CQL009,彩凤鸣岐,冰裂断兼小流水断 | 梅花断,冰裂断兼小流水断 | 梅花断,9_彩凤鸣岐 | 9_琴面,supported,冰裂断兼小流水断 [supported_exact:1] | 梅花断 [supported_exact:1],唐落霞式『彩凤鸣岐』七弦琴 琴体浑厚，背面微凸，鹿角灰胎。琴背以栗壳色原漆为主，间朱漆，有冰裂断兼小流水断。琴面与侧墙后加朱漆，三、四、五徽部位隐见类似梅花断的小圆圈。长方形龙池、凤沼，池沼内侧以厚1.5厘米的木片加厚。纳音宽而不高，中间部分微凹。龙池上方刻琴名“彩凤鸣岐”。龙池内有“大唐开元二年雷威制,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,attribute_linked,qimian.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,mixed_subject_scope
conflict:gq-object-ac90f78803:duanwen,gq-object-ac90f78803,彩凤鸣岐,duanwen,断纹,QNQY,千年清音,QNQY029,彩凤鸣岐,冰裂纹断兼小流水断 | 琴面断纹隐约可见 | 类似梅花断的小圆圈,冰裂纹断兼小流水断 | 琴面断纹隐约可见 | 类似梅花断的小圆圈,29_彩凤鸣岐,supported,冰裂纹断兼小流水断 [supported_exact:1] | 琴面断纹隐约可见 [supported_exact:1] | 类似梅花断的小圆圈 [supported_exact:1],，浙江省博物馆藏 琴体浑厚，背面微凸，鹿角灰胎，从琴面漆灰剥落处看，漆灰较厚。琴背以栗壳色原漆为主，间朱漆，琴面与侧墙后加朱漆。琴背冰裂纹断兼小流水断，琴面断纹隐约可见，在三、四、五徽部位，隐见类似梅花断的小圆圈。长方形龙池凤沼，池沼内侧以木加厚，其厚1.5厘米。纳音宽而不高，中间部分微凹。龙池上方有“彩凤鸣岐”琴名,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,
conflict:gq-object-ac90f78803:material,gq-object-ac90f78803,彩凤鸣岐,material,材质,CQL,藏琴录,CQL009,彩凤鸣岐,鹿角灰胎,鹿角灰胎,9_彩凤鸣岐,supported,鹿角灰胎 [supported_exact:1],唐落霞式『彩凤鸣岐』七弦琴 琴体浑厚，背面微凸，鹿角灰胎。琴背以栗壳色原漆为主，间朱漆，有冰裂断兼小流水断。琴面与侧墙后加朱漆，三、四、五徽部位隐见类似梅花断的小圆圈。长方形龙池、凤沼，池沼内侧以厚1.5厘米的木片加厚。纳音宽而不高，中间部分微凹。龙池上,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,attribute_linked,qimian.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,
conflict:gq-object-ac90f78803:material,gq-object-ac90f78803,彩凤鸣岐,material,材质,QNQY,千年清音,QNQY029,彩凤鸣岐,木 | 漆灰 | 鹿角灰胎,木 | 漆灰 | 鹿角灰胎,29_凤沼 | 29_彩凤鸣岐 | 29_琴面,supported,木 [supported_exact:1] | 漆灰 [supported_exact:1] | 鹿角灰胎 [supported_exact:1],琴面与侧墙后加朱漆。琴背冰裂纹断兼小流水断，琴面断纹隐约可见，在三、四、五徽部位，隐见类似梅花断的小圆圈。长方形龙池凤沼，池沼内侧以木加厚，其厚1.5厘米。纳音宽而不高，中间部分微凹。龙池上方有“彩凤鸣岐”琴名，另有杨宗稷的三段鉴藏赞美铭文围绕龙池四周。 龙池腹腔内有“大唐开元二年雷威制”题刻。雷家世,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,mixed_subject_scope
conflict:gq-object-ac90f78803:lacquer,gq-object-ac90f78803,彩凤鸣岐,lacquer,漆色,CQL,藏琴录,CQL009,彩凤鸣岐,朱漆 | 栗壳色原漆间朱漆,朱漆 | 栗壳色漆原漆间朱漆,9_彩凤鸣岐 | 9_琴面,partial,朱漆 [supported_exact:1] | 栗壳色原漆间朱漆 [partial:0.75],唐落霞式『彩凤鸣岐』七弦琴 琴体浑厚，背面微凸，鹿角灰胎。琴背以栗壳色原漆为主，间朱漆，有冰裂断兼小流水断。琴面与侧墙后加朱漆，三、四、五徽部位隐见类似梅花断的小圆圈。长方形龙池、凤沼，池沼内侧以厚1.5厘米的木片加厚。纳音宽而不高，中间部分微凹。龙池上方刻琴名“彩凤鸣岐”。龙池内有,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,attribute_linked,qimian.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,mixed_subject_scope
conflict:gq-object-ac90f78803:lacquer,gq-object-ac90f78803,彩凤鸣岐,lacquer,漆色,QNQY,千年清音,QNQY029,彩凤鸣岐,栗壳色原漆间朱漆 | 琴面与侧墙后加朱漆,栗壳色漆原漆间朱漆 | 琴面与侧墙后加朱漆,29_彩凤鸣岐 | 29_琴底,partial,栗壳色原漆间朱漆 [partial:0.75] | 琴面与侧墙后加朱漆 [supported_exact:1],953 年徐圣禅后人捐赠，浙江省博物馆藏 琴体浑厚，背面微凸，鹿角灰胎，从琴面漆灰剥落处看，漆灰较厚。琴背以栗壳色原漆为主，间朱漆，琴面与侧墙后加朱漆。琴背冰裂纹断兼小流水断，琴面断纹隐约可见，在三、四、五徽部位，隐见类似梅花断的小圆圈。长方形龙池凤沼，池沼内侧以木加厚，其厚1.5厘米。纳音宽而不高，中间部分微凹。龙,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,attribute_linked,qimian.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,mixed_subject_scope
conflict:gq-object-ac90f78803:current_holder,gq-object-ac90f78803,彩凤鸣岐,current_holder,现藏单位,CQL,藏琴录,CQL009,彩凤鸣岐,9_时百所藏,9_时百所藏,9_彩凤鸣岐,structural_problem,9_时百所藏 [entity_reference:0],唐落霞式『彩凤鸣岐』七弦琴 琴体浑厚，背面微凸，鹿角灰胎。琴背以栗壳色原漆为主，间朱漆，有冰裂断兼小流水断。琴面与侧墙后加朱漆，三、四、五徽部位隐见类似梅花断的小圆圈。长方形龙池、凤沼，池沼内侧以厚1.5厘米的木片加厚。纳音宽而不高，中间部分微凹。龙池上方刻琴名“彩凤鸣岐”。龙池内有“大唐开元二年雷威制”题刻。 龙池两侧行书：“唐琴第一推雷公，蜀中九雷独称雄,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,record_images_non_diagnostic,mingwen.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,internal_entity_reference
conflict:gq-object-ac90f78803:current_holder,gq-object-ac90f78803,彩凤鸣岐,current_holder,现藏单位,QNQY,千年清音,QNQY029,彩凤鸣岐,浙江省博物馆,浙江省博物馆,29_彩凤鸣岐,supported,浙江省博物馆 [supported_exact:1],116.3 厘米，额宽 16.3 厘米，肩宽 18.8 厘米，尾宽 12.5 厘米，厚 5.4 厘米 1953 年徐圣禅后人捐赠，浙江省博物馆藏 琴体浑厚，背面微凸，鹿角灰胎，从琴面漆灰剥落处看，漆灰较厚。琴背以栗壳色原漆为主，间朱漆，琴面与侧墙后加朱漆。琴背冰裂纹断兼小流水断，琴面断纹隐约可见，在三、四、五徽,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,
conflict:gq-object-ac90f78803:provenance,gq-object-ac90f78803,彩凤鸣岐,provenance,递藏与来源,CQL,藏琴录,CQL009,彩凤鸣岐,9_定慎郡王溥煦 | 9_杨宗稷 | 徐桴后人,9_定慎郡王溥煦 | 9_杨宗稷 | 徐桴后人,9_彩凤鸣岐,structural_problem,9_定慎郡王溥煦 [entity_reference:0] | 9_杨宗稷 [entity_reference:0] | 徐桴后人 [supported_exact:1],风雨随飞龙。”落款“开元后廿甲寅荷花生日九疑山人杨宗稷自题”，下钤白文篆书长方印“时百所藏”。 1953 年徐桴后人捐赠 琴长 124.8 厘米，隐间 116.3 厘米，额宽 16.3 厘米，肩宽 18.8 厘米，尾宽 12.5 厘米，厚 5.4 厘米。 龙池下方右侧题刻：“庚申（1920）二月，与朗贝勒公,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,record_images_non_diagnostic,mingwen.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,internal_entity_reference
conflict:gq-object-ac90f78803:provenance,gq-object-ac90f78803,彩凤鸣岐,provenance,递藏与来源,QNQY,千年清音,QNQY029,彩凤鸣岐,定慎郡王旧藏百余琴 | 徐圣禅后人 | 杨宗稷,定慎郡王旧藏百余琴 | 徐圣禅后人 | 杨宗稷,29_彩凤鸣岐,supported,定慎郡王旧藏百余琴 [supported_exact:1] | 徐圣禅后人 [supported_exact:1] | 杨宗稷 [supported_exact:1],代造琴，以雷威最为著名，传说他的技艺受神人指点，无人能及。彩凤鸣岐琴正是雷威的杰作。 “彩凤鸣岐”琴系出名家，历今千年，流传有序。原为“定慎郡王旧藏百余琴，庚子散失，此为第一”，后为民国琴学宗师杨宗稷收藏。此琴造型古朴、凝重，有钟磬金石之声，“一二弦如洪钟，六七弦如金磬，四弦五徽以上如羯鼓”，并著录于《琴学丛书》中，,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,record_images_non_diagnostic,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,
conflict:gq-object-ac90f78803:inscriber,gq-object-ac90f78803,彩凤鸣岐,inscriber,题刻者,CQL,藏琴录,CQL009,彩凤鸣岐,9_杨宗稷,9_杨宗稷,9_题刻,structural_problem,9_杨宗稷 [entity_reference:0],唐落霞式『彩凤鸣岐』七弦琴 琴体浑厚，背面微凸，鹿角灰胎。琴背以栗壳色原漆为主，间朱漆，有冰裂断兼小流水断。琴面与侧墙后加朱漆，三、四、五徽部位隐见类似梅花断的小圆圈。长方形龙池、凤沼，池沼内侧以厚1.5厘米的木片加厚。纳音宽而不高，中间部分微凹。龙池上方刻琴名“彩凤鸣岐”。龙池内有“大唐开元二年雷威制”题刻。 龙池两侧行书：“唐琴第一推雷公，蜀中九雷独称雄,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/CQL-txt-id/CQL009.txt,attribute_linked,mingwen.jpg,14,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/CQL009,internal_entity_reference
conflict:gq-object-ac90f78803:inscriber,gq-object-ac90f78803,彩凤鸣岐,inscriber,题刻者,QNQY,千年清音,QNQY029,彩凤鸣岐,雷威,雷威,29_铭文,supported,雷威 [supported_exact:1],5厘米。纳音宽而不高，中间部分微凹。龙池上方有“彩凤鸣岐”琴名，另有杨宗稷的三段鉴藏赞美铭文围绕龙池四周。 龙池腹腔内有“大唐开元二年雷威制”题刻。雷家世代造琴，以雷威最为著名，传说他的技艺受神人指点，无人能及。彩凤鸣岐琴正是雷威的杰作。 “彩凤鸣岐”琴系出名家，历今千年，流传有序。原为“定慎郡王旧藏百,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/QNQY-txt-id/QNQY029.txt,attribute_linked,mingwen.jpg,8,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/QNQY029,
conflict:gq-object-637f5152f3:dating,gq-object-637f5152f3,无名琴 · Gq00041 / Yjzq00040,dating,年代,Gq,古琴,Gq00041,无名琴 · Gq00041,明代(1368~1644年),明代,41_无名琴,supported,明代(1368~1644年) [supported_normalized:0.95],16. 张敬修制琴 明 (1368～1644年) 仲尼式 通长122.3、隐间114.5、肩宽19.8、肩厚5.8、尾宽12.9、尾厚5厘米 20世纪60年代重庆琴家张孟虚捐赠 此琴无名。木质面底皆桐。鹿角霜灰，栗壳色漆，面呈小蛇腹断，底有零星蛇腹断。长方形池沼，纳音微拱；龙池21.4×2.4、凤沼11.1×2.5厘米。蚌徽，五个象牙轸，上带绒剥；檀木雁足，,/Users/yudong/Desktop/KGExplorer/backend/data/raw/text/Gq-txt-id/Gq00041.txt,record_images_non_diagnostic,mingwen.jpg,10,/Users/yudong/Desktop/KGExplorer/backend/data/raw/image/Gq00041,
